init;end
678317437151570;678317485739455
678426927478210;678426993809917
678573741314931;678573749742211
678691957221132;678691960380505
678783189700000;678783205700000
678830545863657;678830545895103
679010539214779;679010540214779
679095852758131;679095866758131
679199782314319;679199782364319
679647461834210;679647550831936
679683407260000;679683427333634
679776321001000;679776330001000
679832481206086;679832482156086
679918231750000;679918247750000
679963575548981;679963579281516
679963678832419;679963682596423
680170198855204;680170198905204
680257069901986;680257069930372
680257123038137;680257125628138
680257125678138;680257125908138
680361488469769;680361488522269
680618258360000;680618258410000
680735279325767;680735335465767
680735335465767;680735379325767
680853951300000;680853966300000
680985663325675;680985663375675
680987990794920;680987990844920
681319533820647;681319533824497
681319533824497;681319533874497
681319533874497;681319533924497
681319533924497;681319533974497
681319533974497;681319534023340
681508358838413;681508358888413
681512248047699;681512249867699
681519124024175;681519124560711
681519300416784;681519301295864
681756186194706;681756186244706
681819511600000;681819511650000
681837282184533;681837293184533
682276143154860;682276147869007
682382087884797;682382088298428
682407480061233;682407496061233
682726667655095;682726706368692
682808183509595;682808183559595
682949897926567;682949898136567
682958516908985;682958516958985
682970062343587;682970062393587
682989056853616;682989056853617
682989057853616;682989063298389
683053796796745;683053796846745
683053796846745;683053796946745
683054137146745;683054137346745
683237559652055;683237560094855
683389992399885;683389992519884
683643503450000;683643519450000
684315334060000;684315354060000
684437200634364;684437200734364
684476747009684;684476748459684
684682413146663;684682413246663
684713392384285;684713392434285
684759725110064;684759725416064
684804857968306;684804858018306
685089628530706;685089953847274
685318282150088;685318282650088
685366290906961;685366378220361
685410698287190;685410699287190
685667523150000;685667648150000
685668536150000;685668602521922
685773778352815;685773778402815
685971103539737;685971103876829
685990108950000;685990119950000
686418834470750;686418834520750
686456518854495;686456518904495
686482788194229;686482788244229
686705007669207;686705019669207
686714997400000;686714997450000
686739627214736;686739627708780
686780893300000;686780894300000
686793370450000;686793382450000
686793382450000;686793383450000
686873419802007;686873421960472
686922549950010;686922550000010
687000948754717;687000948764717
687000976814717;687000976824717
687000978414717;687000978424717
687000981584717;687000981594717
687570365373079;687570365758079
687616030936010;687616048690349
687669447731129;687669447781129
687692070923467;687692070973467
687741379927584;687741476953138
687786342769374;687786346292298
687786388648896;687786388698896
687786562032882;687786562082882
687891920519533;687891920569533
687913289300010;687913303300010
688265240900000;688265252900000
688290087016694;688290099016694
688318075526399;688318075576399
688318084576399;688318084626399
688365023759376;688365023809376
688536459217290;688536459267290
688588109262577;688588179126945
688599629721858;688599635230653
688753277299925;688753277349925
688773399000000;688773419000000
688894294397557;688894297702070
688943772692100;688943774540259
689222468585107;689222470405107
689256578252242;689256578302242
689259490000000;689259615000000
689348717400000;689348725400000
689450955377846;689450955427846
689453364487743;689453364537743
689462784837408;689462784887408
689532860950933;689532871950933
689832616050000;689832617050000
689832638050000;689832639050000
689832650050000;689832651050000
689832704050000;689832705050000
689832716050000;689832717050000
689832728050000;689832729050000
689832740050000;689832741050000
689832752050000;689832753050000
689832764050000;689832765050000
689832776050000;689832777050000
689832788050000;689832789050000
689832810050000;689832811050000
689832822050000;689832823050000
689832844050000;689832845050000
689832856050000;689832857050000
689863612050000;689863710050000
689925118090308;689925122140308
689965105703599;689965113653599
690074173036973;690074174036973
690110000000000;690110002000000
690260870479120;690260870679119
690265775993642;690265776143642
690265776893642;690265776943642
690265776943642;690265776993642
690365004677777;690365004727777
690365010750010;690365010800010
690380375572672;690380375622672
690380377681769;690380377731769
690531184444596;690531415001106
690641693322732;690641694322732
690673172950000;690673184950000
690721905931636;690721917362792
690731887101000;690731926051000
690743628800000;690743628850000
690843385620311;690843385620312
690917951350000;690917964350000
691291185030610;691291185080610
691294360731436;691294360831436
691542531334222;691542532334222
691592871153449;691592871203449
691633277496967;691633277546967
691762814501928;691762814551928
691763590219636;691763590611806
691796442962239;691796443962239
691930078297403;691930078347403
691979079039021;691979276395873
692041709831721;692041709881721
692064960817059;692064960867059
692161735482966;692161735532966
692390981203105;692391156962367
692465479251453;692465479451453
692466593422971;692466593622971
692501490813356;692501490863356
692501490863356;692501490913356
692523608952180;692523609002180
692524011301388;692524011401388
692548312326146;692548312376146
692664419050089;692664426306571
692667159599885;692667159649885
692674017942884;692674024297658
692769005578065;692769005628065
692835126134395;692835126184395
692841836301297;692841836351297
692844699201297;692844699251297
692892783671860;692892783721860
692982632600000;692982644600000
693018521159374;693018521209374
693025826997245;693025911240185
693117765229229;693117765781101
693145629677923;693145629727923
693145848183582;693145848233582
693160005169172;693160005219172
693161745519172;693161745569172
693161877569172;693161877619172
693161878619172;693161878669172
693224529126257;693224563184933
693233747506094;693233749506094
693258584934492;693258584984492
693258907637566;693258908731382
693302652750000;693302664750000
693329820800000;693329820850000
693381604300000;693381628601032
693395060238557;693395060288557
693395090288557;693395090338557
693395104338557;693395104388557
693406563321615;693406563655398
693415157702308;693415157752308
693417344153342;693417344203342
693439913980000;693439914030000
693440670650000;693440670700000
693440787850000;693440787900000
693544889636571;693544889686571
693566554923032;693566554973032
693637310583335;693637310633335
693698793648523;693698794005123
693755029491227;693755029541227
693791729296464;693791729346464
693791921467500;693791922534861
693854608707902;693854608757902
693919038004784;693919048004784
694150404511892;694150404561892
694278943886818;694278943936818
694316043872090;694316043922090
694334669538344;694334669546085
694345111130800;694345127130800
694360064078019;694360064128019
694360194901066;694360194951066
694427195000000;694427202000000
694732060745507;694732060795507
694871337582790;694871337632790
694930265812852;694930283712852
695024347941196;695024347991196
695070772648052;695071258431484
695089665027458;695089667037458
695108260658558;695108260779766
695237662850514;695237662900514
695273124716592;695273124717220
695283551503351;695283551553351
695329239689114;695329245698299
695329418966858;695329421763769
695335525959678;695335526459678
695340385506264;695340386456263
695448488685731;695448488735731
695448488735731;695448488785731
695448488785731;695448488835731
695465185350000;695465185400000
695530533050000;695530533100000
695553366150000;695553367150000
695639816225379;695639816275379
695674157700000;695674157750000
695680521975650;695680522125650
695711512950000;695711513000000
695730541820741;695730541870741
695730620670741;695730620720741
695754219100000;695754219150000
695754886100000;695754886150000
695805648676433;695805648726433
695822109531366;695822111439006
695825556143405;695825581143405
695867073658622;695867073671805
695870994858749;695870994908749
695959610689210;695959610739210
695959610739210;695959610789210
695959610789211;695959612089472
696004560905014;696004560955014
696029076921857;696029077019270
696344660493611;696344722853354
696400325050000;696400338050000
696439976434061;696440000000000
696534751376650;696534787165350
696560903786073;696561005889533
696649976144444;696650000000000
696759359960000;696759404960000
697015000000000;697015032759995
697041338603466;697041338653466
697207990289819;697207990339819
697277191209286;697277242290839
697476142389729;697476502126249
697808995923855;697809004018255
697809008314590;697809008821380
697853995109292;697853995159292
697909139000000;697909139201489
697923630397739;697923630447739
697924497743425;697924497743426
697924651261957;697924651311957
697924715348351;697924715784309
697924755664520;697924756042501
697927069598065;697927070548065
698323531940982;698323537940982
698452091035588;698452091085588
698727073712437;698727075713605
698975706615177;698975778184040
698989624210404;698989624260404
698989626769839;698989626769840
699260064617440;699260065261365
699381875272723;699381875322723
699381890272723;699381890322723
699381900272723;699381900322723
699636052570985;699636066570985
699690636362838;699690637362838
699690641262838;699690641312838
699873317890958;699873318968158
699895113290416;699895129290416
699948486145650;699948486195650
699977567134442;699977567834181
700025555604227;700025581221713
700156541342741;700156541492680
700192794882201;700192819188667
700351008236438;700351008661464
700470190006057;700470203006057
700584727860360;700584727910360
700636246830173;700636379938196
700652696980063;700652697542004
700675677449481;700675741098586
700681697650000;700681713650000
700952373283363;700952375793546
701142170761251;701142173373624
701204718165059;701204719165059
701254020674808;701254027033327
701348365189105;701348366689105
701572168572782;701572168622782
701572168622782;701572168672782
701876594235206;701876609235206
701964559507655;701964700455710
702417501617546;702417502460130
702748890012724;702748890112724
702823841669895;702823841719895
703266675554246;703266675604246
703458728991065;703458729051065
703471154572585;703471177135380
703497756828497;703497756833632
703521486766007;703521511766007
703550615251532;703550664250500
703612463623559;703612925068571
704211434170443;704211434269473
704326484603102;704326484613102
704326488793102;704326488803102
704326547293102;704326547303102
704326565753102;704326565763102
704616326995699;704616469174463
704618467279209;704618468416236
704618475537616;704618475587616
704686876330759;704686877280758
704686877729226;704686878229226
704686878326630;704686878400739
704687371203079;704687371310494
704722428474715;704722428524714
704953656878537;704953899053008
705017737174006;705017740524006
705019176543118;705019177543118
705359083317352;705359084317352
705400417225598;705400422291091
705413639393854;705413639750087
705446079200000;705446080200000
705643142791703;705643143850827
705819752850000;705819760234283
705825400569381;705825400619381
705989592729976;705989662150000
706038918685444;706038919685444
706128372811828;706128415844628
706191050135203;706191100135203
706243363507773;706243365360897
706518530063379;706518530640329
706518586190329;706518591190329
706610154923350;706610155223350
706610155223350;706610155673350
706704809311944;706704809361944
706762648956228;706762674152915
706816219961430;706816238928630
706856565800830;706856566350830
707140262593920;707140287147233
707606549126997;707606549176997
707680589515920;707680589565920
707794552064690;707794552064691
707816563706430;707816563756430
707997388667221;707997561057445
707998975663127;707998975713127
707998975713127;707998975763127
708054279001457;708054384673351
708193798581602;708193799404965
708325289107714;708325293232389
708352428343586;708352429345585
708987150650490;708987151242927
708995328391190;708995328441190
709024840300000;709024840350000
709151303521152;709151403021152
709151646572152;709151653123152
709151746573152;709151753124152
709541749896002;709541749946002
709542694240412;709542737340412
709749038879298;709749039079298
709901733944039;709901733994039
709914092407549;709914092507549
709931676297653;709931676347653
709940094176067;709940094226067
709996426200000;709996442200000
710095665382195;710095780527466
710235384143734;710235384193734
710237638776326;710237638777681
710239828817756;710239828867756
710372246594805;710372532669673
710533726275860;710533738875860
710544182524343;710544182638252
710544185111843;710544187322863
710599379083531;710599379203531
710599437514383;710599439970198
710599722196944;710599723391945
710599723391945;710599724991946
710833845495599;710833856043284
710931943668853;710931950722858
711294766684691;711294766694691
711294911898748;711294911908748
711294955154691;711294955164691
711539312647293;711539312697293
711565062585252;711565064685252
711591945059532;711591945067532
711591945175532;711591945183532
711591946547532;711591946551363
711591977483532;711591977491532
711591980761532;711591980769532
711693421202306;711693421252306
711859962047630;711859989400000
711949920650000;711950000000000
712117218837351;712117354810372
712325517387731;712325517434677
712325613489733;712325613737692
712332633717797;712332633717798
712332945440478;712332948294656
712549618733982;712549619683982
712823199067757;712823199117757
712958548024383;712958548050537
713161171948241;713161171998241
713235010345546;713235025345546
713240607057128;713240634250416
713280557366171;713280576366171
713592628013866;713592921816001
713615296521400;713615296808035
713915134000000;713915144000000
713970000240272;713970001094431
714117723234032;714117766249275
714156430919249;714156434471674
714345075157704;714345075207704
714345075207704;714345075230361
714400672447267;714400673397267
714500000000000;714500000690973
714515016300000;714515027300000
714645102509397;714645156177975
714673990244257;714673990294257
714673990294257;714673990344257
714852370104548;714852420104548
714904587825659;714904690715917
714962818610081;714962826864468
714967221171991;714967221196991
715085754991273;715085755306130
715085756174002;715085756549810
715283024919012;715283695819012
715430000136146;715430000678110
715596397472083;715596481725163
715599678765684;715599788765684
715758499050000;715758517050000
715835000000000;715835000484378
716086865912812;716086870237704
716545693651639;716545693651641
716776806722661;716776817529373
716796048708365;716796063708365
716925723784422;716925724784422
717320272574923;717320273499115
717320953167517;717320953710727
717321028066003;717321028066004
717321033066003;717321040116003
717321116213795;717321121860974
717321372280173;717321372630174
717322497522281;717322498472280
717422703293241;717422703343241
717430346652038;717430346662038
717444492307974;717444533724423
717444533724423;717444580532656
717617438525091;717617438575091
717635039050603;717635039100603
717635154494880;717635154544880
717635584970864;717635584973536
717636517694290;717636517712884
717643128897091;717643144897091
717658644312666;717658656679585
717664977483220;717664977533220
717733449947995;717733450223022
717817519734850;717817521692546
717916064548909;717916701448909
717951032059845;717951034869657
717984234392923;717984234492923
718003559727333;718003559777333
718193125457879;718193125507879
718210000000000;718210000150778
718298016474852;718298031474852
718520968415267;718520969415267
718550081780442;718550134693498
718670749064280;718671153153816
718990104224935;718990111124935
719010284729062;719010285851050
719040239255086;719040239305086
719060611087916;719060611228276
719276781468165;719276781520665
719399989424405;719399993961801
719515550454915;719515554029597
719587757838178;719587757888178
719588044037584;719588044087584
719673546989838;719673547299938
719814549174694;719814549224694
719814611951294;719814612001294
719820744594893;719820744644893
719922012692868;719922012742868
720030939812031;720030954812031
720153034730676;720153034780676
720160010056167;720160010106167
720186913486113;720186951028236
720238056670588;720238056720588
720269854840925;720269854890925
720324131046941;720324133000066
720646263468203;720646263492326
720646263492326;720646263672670
720755001364393;720755002254279
720859710520451;720859720290992
721050287286822;721050302286822
721229040905409;721229041668049
721244596451084;721244596501084
721404914899564;721404916214424
721462280550000;721462280600000
721462678933726;721462682753228
721497273361410;721497274118322
721636838031182;721636838081182
721636880518364;721636880568364
721645816692748;721645816742748
721645865592748;721645865642748
721667575326975;721667575376975
721742887524903;721742887574903
721742887574903;721742887624903
721822957587404;721822960378816
721941536602921;721941536652921
721959590015147;721959646162915
722040067429480;722040067479480
722067874621727;722067875821727
722104644808063;722104669910281
722104669910281;722104721458012
722368824721367;722368825021628
722368825021628;722368825511746
722475169781002;722475170781002
722660912950000;722660913000000
722698061036575;722698061086575
722738235300045;722738247014496
722741381664500;722741392664500
723047512136056;723047512253081
723047539942882;723047540048270
723051422350000;723051433350000
723069767829349;723069767879349
723116192041602;723116192082385
723116361887476;723116362337476
723278878316307;723278878366307
723278878366307;723278878416307
723280337912964;723280340831747
723280396548019;723280396626569
723280396669532;723280396674236
723296147015088;723296147065088
723305087250000;723305102250000
723340720107376;723340720157376
723923886367351;723923888514459
723979870687786;723979881466965
724015027773552;724015042773552
724157585377882;724157589284132
724199184757683;724199184807683
724225941482541;724225941532541
724348449751415;724348449801415
724456273983001;724456274033001
724481192316390;724481192354836
724551584250005;724551584350005
724599872734664;724599872764525
724875016878756;724875016928756
724926616249031;724926626556480
724982149953311;724982150003311
724982150003311;724982150053311
725380948859868;725380948909868
725439863151928;725439863214861
725669951932060;725670000000000
725722668810594;725722668860594
725796265997987;725796266047987
725798423206243;725798425358823
725865327058417;725865432750451
725958845781190;725958845788062
725965351909906;725965389475438
726457863916032;726457863966032
726539986400000;726540000000000
726687941000000;726688103000000
726839981702427;726839981752427
727266934093982;727266935098190
727280323435185;727280323802513
727474303932953;727474304932953
728199595555818;728199596505817
728675561879390;728675640719244
729018409755632;729018409805632
729235080032422;729235080597972
729235697154829;729235697204829
729443002738550;729443011672560
729575802254683;729575803161789
729767457522643;729767457572643
729856440430333;729856440547075
729887649146151;729887650407692
729987745498464;729987746311105
729993646064732;729993646114732
729993833887589;729993836214105
730048850207914;730048850211411
730129505093834;730129505143834
730249078741409;730249081191408
730460429596731;730460450335969
730684596162098;730684596212098
730686237660703;730686745593926
730771893467853;730771899177853
730827219269726;730827219319726
730840270769766;730840272244871
730985604745798;730985604795798
730985604795798;730985604845798
731098897470680;731098958368124
731233087328175;731233087378175
731233087378175;731233087428175
731234685852188;731234685902188
731664680092504;731664680142504
731693884158285;731693886168626
732067838790505;732067839514483
732114741700682;732114791705390
732429468207388;732429518833296
732602455261328;732602455431327
732688816461007;732688817600856
732718919779434;732718919857186
732769556878432;732769557103828
732783888588163;732783888746764
732783890878509;732783891638660
733121009412749;733121281820781
733465321083986;733465324138320
733465643065398;733465643115398
733465643115398;733465643165398
733736642889702;733736644688590
733736655879702;733736655889702
733945158783743;733945158833743
734303388117988;734303388174208
734303499554005;734303499604005
734303499604005;734303499654005
734340432823085;734340432843085
734340684403085;734340684413085
734340706323085;734340706333085
734340722343085;734340722353085
734382950835310;734382950853697
734426008929456;734426315241547
734785080442038;734785098689484
735009397328239;735009461697833
735347152542046;735347178075139
735417194685877;735417747004052
736025751338134;736025751388134
736414653282406;736414714550615
736749170833495;736749171833495
736776467097580;736776467247580
736805027538556;736805028563822
736919262685341;736919345732096
736994729915373;736994729965373
736994754432120;736994754482120
737011220040941;737011220090941
737011254727093;737011255782982
737011266568051;737011266618051
737021006972599;737021006976498
737123752978016;737123753978016
737202559187891;737202559383355
737487465853517;737487465903517
737586002743401;737586003177457
737631753231884;737631765231884
737670750900704;737671557845372
737731745136935;737731745186935
737874157960946;737874352589217
737904855800000;737904905750000
737918950574489;737918950624489
737918953074489;737918953124489
737918953124489;737918953174489
737980590532726;737980740781020
738045878967100;738045879017100
738102210428369;738102270428369
738563994984905;738564029967616
738632897893468;738632897922987
738769328816180;738769328845230
738838818588608;738838820175855
738885458637522;738885458653094
739151796622877;739151796672877
739226441808350;739226441858350
739655175538464;739655279486995
739823770956566;739823771006566
740046744764032;740046744970032
740153370605141;740153383837846
740523309379763;740523393474761
740722496410844;740722499269345
740762058712819;740762058762819
741115689992868;741115690488701
741302347327612;741302347354378
741302506086174;741302506136174
741319124342148;741319125292147
741706681951720;741706681976720
742034418945283;742034419345283
742158889263905;742158890188904
742193046158389;742193046208389
742448606756732;742448606806732
742533585409304;742533628421119
742569988690248;742569997985356
742648218863955;742648358863955
742729326432482;742729326456486
742775133383485;742775133433485
743020589867734;743020639572431
743020639672431;743021524996734
743145212964744;743145255760775
743219781149749;743219781316027
743219855262134;743219859227526
743230238640300;743230242480677
743441537400702;743441555756302
743462503007263;743462504917449
743462509767886;743462510717884
743501291557776;743501791557776
743895346558431;743895464660645
743961242007032;743961242988916
743966220052084;743966260300000
743970846200886;743970846250886
744520856947990;744520856997990
744563998692559;744563998742559
744645004823773;744645009000000
744809494303909;744809494353909
744885997253904;744886049511138
745138276772097;745138276872097
745144018164348;745144053914776
745411985926920;745411991229524
745427149088510;745427149138510
745453857635095;745453861173712
745488326674809;745488326690243
745488326847414;745488326897414
745488326897414;745488326947414
745488327077563;745488327127563
745488327127563;745488327177563
745488327177563;745488327227563
745676236534036;745676249839991
745747882450000;745747896312963
746380429749272;746380529778365
746411140200689;746411234934480
746414225279599;746414225329599
746480182486338;746480182536338
746480213402385;746480213420939
746541760323790;746541760334379
746646611484808;746646611534808
746790001556847;746790001606847
746799387172182;746799455069044
747064934750786;747064934800786
747091993411682;747091993861682
747091996411682;747091996911682
747369806034698;747369811427520
747497592859720;747497692859720
747629597742474;747629597792474
747796312983293;747796313033293
747817097036949;747817097052543
747844125010694;747844125060694
747962929249157;747962929299157
748274070007219;748274105118619
748342550523671;748342550533671
748394210946965;748394310946965
748486366587960;748486366903376
748871979580588;748871979630588
748908267236072;748908267286865
749026804576687;749026854576687
749389426962973;749389469740006
749534913894088;749534930048267
749669638964604;749669639014604
749755381895524;749755479979468
750047453086182;750047453494841
750172250542735;750172250544105
750265483802175;750265483852175
750361263652539;750361263702539
750494996405900;750494998106718
750506418854973;750506418904973
750550397112844;750550397162844
750631950182068;750631950232068
750655658201207;750655658251207
750664895074339;750664895124339
750675874048081;750675924048081
751109825250671;751109825251671
751133762822733;751133762886575
751133770119057;751133770191353
751181748473549;751181748523549
751310268757864;751310268807864
751338690076556;751338789886430
751450775294102;751450775344102
751580176589434;751580176639434
751667984213857;751667984289787
751748188402599;751748189402599
751754562927769;751754563066878
751788201050000;751788201100000
751793800706909;751793915379019
751844284609402;751844284659402
751857042993188;751857091290584
751954480497053;751954541933231
752023872945390;752023872949456
752023917032584;752023917099033
752191224204087;752191431154087
752246199380973;752246227511520
752334639150000;752334640150000
752360137881971;752360137951909
752360348255562;752360349405562
752360359993982;752360360043982
752360928546138;752360938546138
752361532165346;752361533538008
752372938291374;752373034162374
752449999900000;752450000000000
752572704241644;752572803391644
752618900955195;752618921121527
752687594314192;752687594325465
752690085554387;752690114642655
752824525033150;752824525283150
753049992834669;753050000000000
753081899802360;753081900848182
753081900848182;753081901298182
753084899013859;753085000000000
753109523490154;753109524136652
753214781038374;753214781048374
753281077550000;753281149550000
753388920552844;753388920602844
753476810997821;753476811497821
753508314855049;753508478335641
753510371135674;753510371185674
753804988396027;753804988396815
753918222932957;753918225454918
754054803984157;754054806756965
754270486452546;754270490883770
754300805259414;754300805309414
754303613143362;754303615093361
754838519633158;754838519709933
754924716478499;754924716528499
754949088644896;754949088694896
754950434676590;754951263676590
755361609237689;755361611171240
755361618452692;755361619206240
755377933150000;755377933250000
755486046324684;755486047043862
755676242271211;755676243471210
755723470401261;755723520401261
756031180011543;756031376703747
756058180769985;756058194769985
756081824823996;756081824873996
756081842646924;756081847062918
756086823269097;756086840119097
756092609841220;756092656823220
756160869287848;756160869313743
756160870232316;756160870257527
756160874231228;756160874281228
756160874281228;756160874331228
756160882878538;756160882928538
756160882928538;756160882949696
756164549551957;756164549886250
756273312286503;756273312336503
756371385971969;756371391665549
756554392639542;756554392864542
756593467342462;756593467417462
756763070416156;756763070466156
756801896450000;756802053450000
756838121590965;756838260018099
757046934106318;757046934156318
757047158470111;757047158520111
757101493077844;757101497845556
757102796937198;757102796987198
757189522501072;757189549100000
757308627568792;757308627618792
757393391142909;757393392146646
757455811194682;757456047237750
757457100858426;757457100950729
757458309089246;757458309126056
757586553433801;757586709433801
757810218408122;757810218458122
757814131753152;757814183643399
757878901553036;757878914329461
757915912147144;757915912147145
757915912620745;757915912620746
758191137703982;758191137703983
758267687150000;758267688150000
758284087003747;758284087053747
758453113800000;758453146800000
758727344074799;758727344099597
758727344099597;758727344149597
758727344337844;758727344387844
758727344387844;758727344437844
758727344595015;758727344645015
758727344645015;758727344695015
758727344825164;758727344875164
758727344875164;758727344925164
758762907181248;758762923134946
758831324302709;758831325787983
758950634452599;758950634502599
759014398294514;759014402523352
759034275030044;759034275080044
759068124131714;759068131009102
759180558976346;759180652976346
759411708153949;759411866122162
759531421433591;759531421483591
759605310250941;759605310300941
759609382446951;759609396948947
759609449368115;759609449418114
759632207786493;759632207836493
759649394523012;759649404473011
759814377369941;759814377419941
760058046000000;760058048839579
760085578964573;760085579014573
760341408825789;760341408875789
760853368848501;760853368898501
760936933908026;760936933918026
761088575251173;761088575456240
761391907831936;761392419824677
761600547683106;761600548653020
761790198465956;761790202364115
761895066784627;761895066831486
761899579250000;761899588600000
761899608200000;761899628200000
762010087434328;762010087484328
762111584509192;762111584559192
762665347788765;762665347887641
762666467278568;762666467328568
762700252859187;762700252909187
762700252909187;762700252959187
762700253388387;762700253438387
762700253438387;762700253488387
763134148622396;763134148622397
763533729334996;763533856268149
763761417484247;763761417534247
763815581320781;763815840774333
763842518114228;763842519126545
763842519126545;763842519326545
764176340539198;764176418443393
764357732090426;764357732170426
764570802684895;764570802734895
764608408442634;764608467937493
764613817694953;764613817744953
764640103368403;764640103418403
764640103418403;764640103468403
764640412468522;764640412518522
764658126191344;764658126241344
764699006178940;764699006293349
764967541545231;764967612072519
764992486206866;764992653206866
765260443837588;765260443886597
765521423818013;765521626818013
765594774198841;765594834198841
765623054098347;765623059411963
765624151842246;765624151957004
765624337057575;765624344820074
765624463780436;765624464514932
765678935136950;765678989430272
765746189521535;765746260984391
765809545306587;765809545326587
765907142877391;765907142907020
766034310206629;766034310794757
766188640790711;766188677419666
766220041986637;766220053727731
766223404108145;766223465388524
766243542091713;766243542237863
766330348043422;766330358794363
766356140943690;766356141043690
766380230000000;766380230050000
766547396356624;766547399115699
766826159393232;766826164468932
766853636646998;766853641340612
766853805140849;766853805190849
767063943977593;767063980933102
767074062828061;767074062928061
767074062948061;767074063048061
767074063068061;767074063168061
767074063188061;767074063288061
767074063348061;767074063448061
767074063468061;767074063568061
767074063588061;767074063688061
767074063728061;767074063828061
767074063848061;767074063948061
767074064008061;767074064108061
767074064148061;767074064248061
767074064268061;767074064368061
767074064388061;767074064488061
767170053384871;767170218443959
767344015512377;767344015562377
767418245000000;767418348000000
767419086417760;767419086467760
767585308310878;767585316670878
767659639145165;767659639545165
767772944113483;767772944163483
768073856626196;768073857154582
768092175424878;768092176348386
768133579895093;768133579945093
768347303450000;768347374450000
768579376150000;768579505948834
768689213813246;768689213820758
768863271173909;768863271248909
768863296223909;768863300911409
768863572557732;768863572676412
768880915317753;768880929495111
768965471193901;768965473623901
769095899991631;769095900066631
769097312435584;769097312885584
769240938162811;769240938167816
769240939911655;769240939911656
769283666655000;769283760655000
769398924039423;769398924089423
769428524330729;769428935313729
769594820050000;769594821050000
769643843487288;769643909388827
769690462910676;769690462960676
769869598194041;769869598244041
769964128200000;769964218200000
769985056178537;769985056186299
770155279950000;770155299950000
770224823652732;770224824461052
770286961931643;770286965001034
770287134987673;770287135037673
770287137987673;770287138037673
770287138037673;770287138087673
770569671141466;770569697858498
770596960000000;770596968600000
770603821928381;770603936928381
770716069936806;770716071886805
770838347633376;770838348392335
770908073792210;770908111792210
770977500260453;770977500310453
771043062137586;771043062187586
771091161096412;771091182194063
771205278451541;771205290630896
771258586840525;771258586890525
771371985574565;771372045574565
771458770927496;771458770977496
771567604811589;771567604861589
771589027730511;771589087730511
771707190283043;771707190333043
771922504857916;771922504907916
772023019585976;772023019635976
772142356090134;772142356140134
772183896699045;772183896771166
772191503388773;772191503411327
772333027881870;772333027931870
772361040632295;772361042600763
772465299700000;772465365700000
772706096440962;772706096490962
772817856150000;772817945150000
773015941506368;773015941556368
773070843768026;773070843818026
773160889356779;773160891296326
773341292037680;773341352037680
773527835277353;773527836284284
773527874453597;773527874503597
773527874503597;773527874553597
773592480150000;773592480174000
773592480224000;773592480256000
773592500036000;773592500086000
773592500094000;773592500144000
773592500168000;773592500218000
773592500258000;773592500308000
773592500324000;773592500374000
773592500382000;773592500432000
773592500448000;773592500498000
773592500522000;773592500572000
773592500588000;773592500638000
773592500686000;773592500736000
773592500744000;773592500794000
773592500834000;773592500884000
773592500924000;773592500974000
773592501014000;773592501064000
773592501104000;773592501154000
773592501162000;773592501212000
773592501220000;773592501270000
773602055301988;773602056177579
773841483505306;773841566911274
774022519393484;774022520293483
774053618375885;774053618385885
774053628375885;774053628450885
774119950652933;774120000000000
774149017023820;774149023323002
774161242445298;774161242447976
774250853978152;774250853988152
774344199885741;774344199904863
774344200892938;774344201031526
774374254170960;774374254183926
774456214992150;774456215042150
774575022618447;774575022618448
774733427118797;774733431701924
774764795327843;774764796305235
774771649428790;774771651820522
774919202903847;774919202953847
775218790545500;775218790595500
775273025159735;775273025209735
775319978785179;775319978835179
775337611553499;775337611603499
775337611603499;775337611653499
775466795416361;775466813545372
775472569906166;775472569956166
775560082450000;775560144450000
775627467931449;775627468931449
775908315129395;775908316062353
775940381704099;775940381754099
775967845507092;775967845557092
775972831185718;775972832044465
776141182499191;776141182549191
776141201941703;776141202029827
776608205980809;776608206030809
776653994985943;776653995335943
776979903561650;776979904789190
777126778887549;777126779800190
777216078134647;777216127323711
777301642810699;777301642860699
777371004304361;777371004330067
777371078774458;777371079347142
777559543659299;777559544561139
777575851564694;777575851632941
777683711702466;777683711752466
777683757340311;777683757390311
777706856840218;777706856890218
777788199815801;777788199837249
777930756305866;777930758098170
778178641182022;778178642400861
778260723228930;778260723500041
778439136508793;778439136517089
778439205806798;778439205856798
778506706170745;778506706287707
778612734698777;778612734748777
778943969752697;778943969794807
778944052924257;778944052974257
778944063024257;778944063074257
779110009183261;779110010183261
779200399028464;779200449028464
779229813948716;779229813998716
779229813998716;779229814048716
779359437588349;779359437638349
779414203042313;779414208042313
779694564732701;779694564782701
779840873964319;779840889588540
779840890088540;779840891538540
779841025125346;779841025200346
779935073570823;779935073620823
780157863194898;780157863244898
780278388556612;780278389759745
780278802456641;780278802506641
780744025226905;780744060667061
780843739968500;780843747968500
780956909310726;780956909360726
781309733493128;781309793493128
781445506601804;781445507642804
781536649916796;781536650516097
781616957142075;781616960092074
781632415028015;781632415478015
781647757838094;781647795838094
781662656008942;781662656015308
781662656018707;781662656026808
781703845200335;781703925355010
781771642805631;781771642905631
781771663271652;781771663309157
781944020360855;781944147149074
781945490835515;781945490885515
781951066855109;781951066905109
781956394022450;781956394072450
782029144394518;782029786600010
782390408213708;782390408263708
782478757890239;782478874890239
782537488284381;782537488412561
782720646876493;782720647368796
782772172652039;782772172652040
783445700690502;783445701157143
783502150875932;783503697956628
783532511386249;783532512255487
783659286267640;783659286984777
783823838747487;783823838757487
783848196724857;783848297674857
